date,score_mean,score_std,score_sum,comments_mean,comments_sum,upvote_ratio_mean,engagement_mean,engagement_std,quality_mean,quality_std,vix,sp500,vix_sp500_ratio,market_volatility,market_return,vix_return,sentiment_volatility,media_herding,news_tone,event_density,polarity_skew,sentiment_volatility_norm,media_herding_norm,news_tone_norm,event_density_norm,polarity_skew_norm,BRI,BRI_MA_7,BRI_MA_30,BRI_MA_90,BRI_volatility,BRI_volatility_volatility
2020-01-02,,,,,,,,,,,12.470000267028809,3257.85009765625,0.003827677730169331,12.470000267028809,,,,,,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,14.020000457763672,3234.85009765625,0.004334049502918729,14.020000457763672,-0.007059870562045378,0.12429832859211132,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,13.850000381469727,3246.280029296875,0.004266421952658703,13.850000381469727,0.0035333728907271933,-0.01212553999595678,,,,,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,13.789999961853027,3237.179931640625,0.004259880591457936,13.789999961853027,-0.0028032386528962228,-0.004332160141813035,,,,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,13.449999809265137,3253.050048828125,0.00413458127215422,13.449999809265137,0.004902451368978156,-0.024655558631502927,,,,,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,12.539999961853027,3274.699951171875,0.0038293584599607355,12.539999961853027,0.006655262605488987,-0.0676579821796911,,,,,,,,,,,,,,,,
2020-01-10,,,,,,,,,,,12.5600004196167,3265.35009765625,0.0038464483268216207,12.5600004196167,-0.002855178689662563,0.0015949328408704222,,,,,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,12.319999694824219,3288.1298828125,0.003746810537875199,12.319999694824219,0.006976215252569862,-0.01910833732279482,,,,,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,12.390000343322754,3283.14990234375,0.0037738149983580936,12.390000343322754,-0.001514532772802224,0.005681870960430491,,,,,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,12.420000076293945,3289.2900390625,0.0037758908240982736,12.420000076293945,0.0018701968845122874,0.0024212858869983034,,,,,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,12.319999694824219,3316.81005859375,0.0037144121843527005,12.319999694824219,0.00836655302646827,-0.008051560455349493,,,,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,12.100000381469727,3329.6201171875,0.0036340483165059946,12.100000381469727,0.003862162248501333,-0.017857087565263163,,,,,,,,,,,,,,,,
2020-01-21,,,,,,,,,,,12.850000381469727,3320.7900390625,0.0038695612279954442,12.850000381469727,-0.0026519776473655776,0.06198346912026298,,,,,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,12.90999984741211,3321.75,0.0038865055610482757,12.90999984741211,0.0002890760711180551,0.004669219000873026,,,,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,12.979999542236328,3325.5400390625,0.003903125323938517,12.979999542236328,0.0011409766124783616,0.005422129794854458,,,,,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,14.5600004196167,3295.469970703125,0.004418186343391308,14.5600004196167,-0.009042160974207403,0.12172580378289855,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,18.229999542236328,3243.6298828125,0.005620246514201363,18.229999542236328,-0.015730711659182384,0.25206037203646203,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,16.280000686645508,3276.239990234375,0.004969111156439084,16.280000686645508,0.010053584595046017,-0.10696647858234709,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,16.389999389648438,3273.39990234375,0.005007026296393918,16.389999389648438,-0.0008668741908683941,0.006756676803653994,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,15.489999771118164,3283.659912109375,0.004717297218872954,15.489999771118164,0.003134358792605374,-0.054911510191921864,,,,,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,18.84000015258789,3225.52001953125,0.005840918685516582,18.84000015258789,-0.01770582037552626,0.216268588183969,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,17.969999313354492,3248.919921875,0.0055310687075918255,17.969999313354492,0.007254613892351713,-0.046178388120336256,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,16.049999237060547,3297.590087890625,0.004867190526802947,16.049999237060547,0.014980414164082134,-0.106844749563629,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,15.149999618530273,3334.68994140625,0.0045431509030016345,15.149999618530273,0.01125059589785371,-0.05607474525307843,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,14.960000038146973,3345.780029296875,0.004471304122551912,14.960000038146973,0.003325672876785646,-0.012541226743722711,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,15.470000267028809,3327.7099609375,0.004648842732276619,15.470000267028809,-0.005400853672730133,0.03409092430356764,,,,,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,15.039999961853027,3352.090087890625,0.004486752911619172,15.039999961853027,0.007326397804890528,-0.02779575292524339,,,,,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,15.180000305175781,3357.75,0.004520884611771508,15.180000305175781,0.0016884725532351208,0.009308533489218451,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,13.739999771118164,3379.449951171875,0.00406575033500751,13.739999771118164,0.006462646466197652,-0.09486169335363148,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,14.149999618530273,3373.93994140625,0.004193909750697159,14.149999618530273,-0.0016304457368023773,0.02983987294337087,,,,,,,,,,,,,,,,
